Australia,0
Belarus,209
New Zealand,1055
Peru,208
Thailand,290
Vietnam,415
Colombia,273
Finland,1296
Luxembourg,14
Paraguay,70
India,596
Romania,17
Georgia,269
Chile,302
Iceland,45
Ireland,83
Japan,6
Moldova,1687
Poland,609
Portugal,1658
Macedonia,787
Montenegro,85
Venezuela,21
San Marino,231
Lithuania,1
Canada,93
Russia,1357
Sweden,553
Germany,846
Brasil,454
Argentina,75
The Netherlands,485
Spain,125
Turkey,140
United States,334
Switzerland,0
Bolivia,43
