Malta,0

France,415

United Arab Emirates,206

Guayana,46

Austria,426

Brasil,2610

Canada,2

Spain,530

New Zealand,137

Mexico,461

Indonesia,963

United States,399

Greece,710

Luxembourg,1312

Paraguay,610

India,321

China,174

Uruguay,386

United Kingdom,374

Vietnam,1058

Bosnia and Herzegovina,1921

San Marino,393

Australia,353

Japan,2065

Portugal,43

Norway,264

Venezuela,1382

Ireland,473

Argentina,275

Philippines,151

Georgia,525

Israel,179

Peru,233

Kosovo,283

Croatia,1264

Romania,115

Bolivia,167

South Korea,1224

Lithuania,0

Hungary,76
