Norway,0
Ecuador,15
Australia,788
India,762
United States,244
France,101
New Zealand,54
Finland,714
Italy,994
Mexico,122
Luxembourg,823
Indonesia,317
Turkey,834
Denmark,666
Philippines,1018
Thailand,363
Peru,534
Croatia,1414
Canada,304
Israel,509
United Kingdom,2000
Russia,1373
Macedonia,203
Hungary,126
Bolivia,10
Ireland,357
Slovenia,614
Chile,33
Serbia,211
Poland,446
Kosovo,427
Czech Republic,1
Vietnam,521
Romania,971
United Arab Emirates,256
Montenegro,621
The Netherlands,228
Estonia,256
Bosnia and Herzegovina,782
Paraguay,0
South Korea,1377
