Spain,0
Russia,187
Canada,100
Brasil,137
Sweden,157
Philippines,996
Mexico,306
Paraguay,142
Australia,35
Denmark,36
United States,435
Argentina,202
Latvia,522
Vietnam,85
New Zealand,72
Moldova,47
Austria,745
Bulgaria,82
Slovakia,97
Chile,208
Norway,457
Belgium,70
France,156
Serbia,130
Finland,134
China,513
Japan,1337
Bolivia,109
Thailand,150
Romania,357
India,58
Peru,299
Iceland,203
Lithuania,446
Montenegro,163
The Netherlands,30
Turkey,54
Ecuador,33
United Kingdom,581
Macedonia,531
Ukraine,0
Slovenia,138
